AvgSpotLen_l	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	Assay_Type_s	BioProject_s	BioSample_s	BioSampleModel_s	Center_Name_s	Consent_s	Experiment_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Sample_s	SRA_Study_s	Sample_Name_s	age_s	biomaterial_provider_s	isolate_s	isolation_source_s	sex_s	tissue_s
12436	2017-01-30	1938	6857	2016-07-25	SRR3824646	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12898	2017-01-26	2011	7165	2016-07-25	SRR3824647	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12593	2017-01-29	1963	7069	2016-07-25	SRR3824648	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11535	2017-01-26	1798	6570	2016-07-25	SRR3824649	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19681	2017-01-31	3068	10502	2016-07-25	SRR3824650	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18782	2017-01-31	2928	10069	2016-07-25	SRR3824651	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19496	2017-01-28	3039	10411	2016-07-25	SRR3824652	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17060	2017-01-26	2659	9139	2016-07-25	SRR3824653	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19050	2017-01-30	2970	10324	2016-07-25	SRR3824654	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18917	2017-01-29	2949	10213	2016-07-25	SRR3824655	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18490	2017-01-26	2882	10094	2016-07-25	SRR3824656	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17753	2017-01-27	2767	9653	2016-07-25	SRR3824657	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
14834	2017-01-27	2312	8314	2016-07-25	SRR3824658	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13848	2017-01-27	2159	7826	2016-07-25	SRR3824659	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12433	2017-01-26	1938	7126	2016-07-25	SRR3824660	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
22113	2017-01-28	3447	12290	2016-07-25	SRR3824661	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21335	2017-01-27	3326	11854	2016-07-25	SRR3824662	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19426	2017-01-26	3028	10988	2016-07-25	SRR3824663	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18131	2017-01-30	2826	10384	2016-07-25	SRR3824664	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19980	2017-01-30	3115	11189	2016-07-25	SRR3824665	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21307	2017-01-27	3321	11600	2016-07-25	SRR3824666	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20718	2017-01-30	3230	11340	2016-07-25	SRR3824667	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20906	2017-01-31	3259	11491	2016-07-25	SRR3824668	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19234	2017-01-30	2998	10515	2016-07-25	SRR3824669	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9852	2017-01-26	1536	5436	2016-07-25	SRR3824670	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9926	2017-01-31	1547	5472	2016-07-25	SRR3824671	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10951	2017-01-29	1707	6083	2016-07-25	SRR3824672	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11435	2017-01-26	1782	6346	2016-07-25	SRR3824673	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11673	2017-01-26	1820	6508	2016-07-25	SRR3824674	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10956	2017-01-30	1708	6102	2016-07-25	SRR3824675	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13378	2017-01-29	2085	7501	2016-07-25	SRR3824676	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
13745	2017-01-26	2142	7691	2016-07-25	SRR3824677	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11772	2017-01-27	1835	6529	2016-07-25	SRR3824678	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11763	2017-01-29	1834	6469	2016-07-25	SRR3824679	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12531	2017-01-26	1953	6947	2016-07-25	SRR3824680	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11000	2017-01-26	1715	6147	2016-07-25	SRR3824681	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11902	2017-01-26	1855	6619	2016-07-25	SRR3824682	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12615	2017-01-26	1966	7070	2016-07-25	SRR3824683	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7079	2017-01-26	1103	4073	2016-07-25	SRR3824684	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6372	2017-01-29	993	3654	2016-07-25	SRR3824685	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6697	2017-01-30	1044	3845	2016-07-25	SRR3824686	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7592	2017-01-27	1183	4714	2016-07-25	SRR3824687	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9404	2017-01-27	1466	5261	2016-07-25	SRR3824688	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9189	2017-01-26	1432	5100	2016-07-25	SRR3824689	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9614	2017-01-30	1498	5391	2016-07-25	SRR3824690	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7824	2017-01-26	1219	4454	2016-07-25	SRR3824691	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8021	2017-01-26	1250	4524	2016-07-25	SRR3824692	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
7515	2017-01-30	1171	4262	2016-07-25	SRR3824693	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6655	2017-01-30	1037	3745	2016-07-25	SRR3824694	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5498	2017-01-30	857	3107	2016-07-25	SRR3824695	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5869	2017-01-27	915	3303	2016-07-25	SRR3824696	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6292	2017-01-26	981	3511	2016-07-25	SRR3824697	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6063	2017-01-26	945	3406	2016-07-25	SRR3824698	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5959	2017-01-30	929	3347	2016-07-25	SRR3824699	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4565	2017-01-30	711	2642	2016-07-25	SRR3824700	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4583	2017-01-29	714	2655	2016-07-25	SRR3824701	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4010	2017-01-30	625	2359	2016-07-25	SRR3824702	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5028	2017-01-30	784	2897	2016-07-25	SRR3824703	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4138	2017-01-29	645	2344	2016-07-25	SRR3824704	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
3849	2017-01-30	600	2243	2016-07-25	SRR3824705	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4199	2017-01-30	654	2394	2016-07-25	SRR3824706	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
3619	2017-01-26	564	2090	2016-07-25	SRR3824707	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12270	2017-01-27	1913	7084	2016-07-25	SRR3824708	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10035	2017-01-26	1564	5682	2016-07-25	SRR3824709	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10761	2017-01-30	1677	6075	2016-07-25	SRR3824710	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11391	2017-01-30	1776	6433	2016-07-25	SRR3824711	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10571	2017-01-26	1648	5987	2016-07-25	SRR3824712	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10945	2017-01-27	1706	6109	2016-07-25	SRR3824713	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11622	2017-01-28	1812	6549	2016-07-25	SRR3824714	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
