AvgSpotLen_l	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	Assay_Type_s	BioProject_s	BioSample_s	BioSampleModel_s	Center_Name_s	Consent_s	Experiment_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Sample_s	SRA_Study_s	Sample_Name_s	age_s	biomaterial_provider_s	isolate_s	isolation_source_s	sex_s	tissue_s
15426	2017-02-03	2405	8331	2016-05-19	SRR3085861	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
15949	2017-02-03	2486	8670	2016-05-19	SRR3085862	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
12447	2017-02-03	1940	6821	2016-05-19	SRR3085863	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19602	2017-02-03	3056	10436	2016-05-19	SRR3085864	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
16866	2017-02-03	2629	9028	2016-05-19	SRR3085865	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17663	2017-02-03	2753	9382	2016-05-19	SRR3085866	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20151	2017-02-03	3141	10672	2016-05-19	SRR3085867	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19911	2017-02-03	3104	10793	2016-05-19	SRR3085868	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19542	2017-02-04	3046	10327	2016-05-19	SRR3085869	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10672	2017-02-03	1663	5665	2016-05-19	SRR3085870	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10150	2017-02-03	1582	5401	2016-05-19	SRR3085871	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9965	2017-02-03	1553	5289	2016-05-19	SRR3085872	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10558	2017-02-03	1646	5593	2016-05-19	SRR3085873	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10117	2017-02-03	1577	5358	2016-05-19	SRR3085874	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9334	2017-02-03	1455	4979	2016-05-19	SRR3085875	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9741	2017-02-03	1518	5226	2016-05-19	SRR3085876	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8766	2017-02-03	1366	4748	2016-05-19	SRR3085877	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18233	2017-02-03	2842	9576	2016-05-19	SRR3085878	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5389	2017-02-03	840	3015	2016-05-19	SRR3085879	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
18464	2017-02-03	2878	9764	2016-05-19	SRR3085880	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19467	2017-02-03	3035	10191	2016-05-19	SRR3085881	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19112	2017-02-03	2979	10112	2016-05-19	SRR3085882	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17183	2017-02-03	2679	9214	2016-05-19	SRR3085883	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
24057	2017-02-03	3750	12590	2016-05-19	SRR3085884	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
24530	2017-02-04	3824	12998	2016-05-19	SRR3085885	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23947	2017-02-03	3733	12654	2016-05-19	SRR3085886	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
24078	2017-02-04	3754	12769	2016-05-19	SRR3085887	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
24021	2017-02-03	3745	12683	2016-05-19	SRR3085888	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
26646	2017-02-03	4154	13987	2016-05-19	SRR3085889	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
26766	2017-02-03	4173	14204	2016-05-19	SRR3085890	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4413	2017-02-03	688	2459	2016-05-19	SRR3085891	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
5696	2017-02-03	888	3328	2016-05-19	SRR3085892	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
17357	2017-02-03	2706	9187	2016-05-19	SRR3085893	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
16613	2017-02-03	2590	8864	2016-05-19	SRR3085894	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
16185	2017-02-03	2523	8766	2016-05-19	SRR3085895	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20498	2017-02-03	3195	10898	2016-05-19	SRR3085896	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21941	2017-02-03	3420	11563	2016-05-19	SRR3085897	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20614	2017-02-03	3214	11043	2016-05-19	SRR3085898	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20674	2017-02-03	3223	10998	2016-05-19	SRR3085899	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20732	2017-02-03	3232	11075	2016-05-19	SRR3085900	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19362	2017-02-03	3018	10396	2016-05-19	SRR3085901	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20508	2017-02-03	3197	11226	2016-05-19	SRR3085902	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
25772	2017-02-03	4018	13861	2016-05-19	SRR3085903	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
25579	2017-02-03	3988	13645	2016-05-19	SRR3085904	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
27912	2017-02-03	4351	15129	2016-05-19	SRR3085905	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
27404	2017-02-03	4272	14858	2016-05-19	SRR3085906	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
26455	2017-02-03	4124	14434	2016-05-19	SRR3085907	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
28081	2017-02-03	4378	15135	2016-05-19	SRR3085908	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
27691	2017-02-03	4317	14953	2016-05-19	SRR3085909	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
29082	2017-02-03	4534	15718	2016-05-19	SRR3085910	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
29526	2017-02-03	4603	15911	2016-05-19	SRR3085911	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21370	2017-02-03	3331	11433	2016-05-19	SRR3085912	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21769	2017-02-03	3394	11578	2016-05-19	SRR3085913	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23449	2017-02-03	3655	12506	2016-05-19	SRR3085914	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
22177	2017-02-03	3457	11926	2016-05-19	SRR3085915	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23117	2017-02-03	3604	12315	2016-05-19	SRR3085916	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20595	2017-02-03	3210	11114	2016-05-19	SRR3085917	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
3050	2017-01-27	475	1842	2016-07-25	SRR3824547	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
4489	2017-01-26	699	2593	2016-07-25	SRR3824548	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
3870	2017-01-30	603	2312	2016-07-25	SRR3824549	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
11162	2017-01-30	1740	6433	2016-07-25	SRR3824550	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9088	2017-01-28	1416	5308	2016-07-25	SRR3824551	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8767	2017-01-30	1366	4894	2016-07-25	SRR3824552	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
10126	2017-01-27	1578	5738	2016-07-25	SRR3824553	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
9844	2017-01-26	1534	5722	2016-07-25	SRR3824554	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
8133	2016-07-26	1268	4504	2016-07-25	SRR3824555	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
6747	2017-01-26	1052	3717	2016-07-25	SRR3824556	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20879	2017-01-26	3255	11082	2016-07-25	SRR3824557	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19319	2017-01-27	3012	10466	2016-07-25	SRR3824558	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
22599	2017-01-29	3523	12165	2016-07-25	SRR3824559	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
19811	2017-01-31	3088	10766	2016-07-25	SRR3824560	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
20501	2017-01-30	3196	11115	2016-07-25	SRR3824561	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23425	2017-01-28	3652	12634	2016-07-25	SRR3824562	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
24418	2017-01-30	3807	13240	2016-07-25	SRR3824563	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
21953	2017-01-26	3422	11893	2016-07-25	SRR3824564	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
22235	2017-01-30	3466	11967	2016-07-25	SRR3824565	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23705	2017-01-27	3695	13027	2016-07-25	SRR3824566	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
23438	2017-01-26	3654	12760	2016-07-25	SRR3824567	OTHER	PRJNA301527	SAMN04251426	Human	UNIVERSITY OF SOUTHERN CALIFORNIA	public	SRX1424851	0	SINGLE	size fractionation	GENOMIC	Homo sapiens	PACBIO_SMRT	SRS1156159	SRP065930	HX1	30~40	Jinan University	HX1	healthy Chinese individual	male	Blood
